infectiousSym1	infectiousSym2	infectiousSym3	beta	epsilonS	epsilonC	w	aC3	T1	T2	D1	D2
15.1565319115923	3.86064325149991	3.20690488647995	0.352082272615759	0.589158228973327	0.664730792544521	0.716139674326293	0.588186363697455	55.4441064787701	71.5097467961542	0.217646030297969	0.30721614571932
12.8555276629767	4.90392051308481	2.54101057267527	0.386092886766596	0.711570088125914	0.503016864921907	0.793058533465825	0.544335283379441	56.1918952636762	73.9156571074419	0.475900081920356	0.27602524330616
17.7973307598323	5.21499028700376	3.42829648450809	0.561808716593431	0.571267865013387	0.65483047819267	0.170904205755759	0.333532886252068	59.7012425463263	74.1812653253113	0.201669558766263	0.222794771233515
10.7275207108376	4.20966785229845	2.77642213185399	0.652631751463292	0.697828763916781	0.549827580675324	0.112753668145705	0.465439561359538	54.4299185020264	78.4339351371236	0.480389811185317	0.292398147313343
14.0920482398537	5.73364464354087	2.1842316937804	0.452868653650358	0.567311202189485	0.635841682518879	0.820280310708769	0.39997983237169	53.3243064413944	70.5907492124762	0.479998982313287	0.465431008205097
19.8486142565944	3.85792696330147	2.95205754717323	0.494329755289033	0.664332287287265	0.604228944998616	0.492974008696247	0.340704176867385	59.4407937617036	77.5691187947479	0.366332933077018	0.0112901257673628
12.1689009565436	4.52811901040031	2.46323259862745	0.679628154243035	0.834971252832478	0.616577097087204	0.164963528330587	0.346976218536389	52.0140176699437	77.7392537132343	0.21229006636109	0.482111705754744
18.592525679978	4.57816861494956	2.96925567714346	0.419141440616017	0.737603086928325	0.71943438430219	0.252199322653748	0.555214898308665	52.358302876712	77.194200685953	0.0556495369876851	0.389187727393082
17.0330132254126	4.49595495653106	2.74770298815309	0.456752677162522	0.511817065459257	0.543932228455162	0.424824861979224	0.531920077576884	53.1848614164853	74.0788347405184	0.380903296261851	0.108174317087256
10.7102298499355	4.18730578828473	2.66131046929001	0.489087666233946	0.68654277577972	0.635115565135619	0.323244151241612	0.566232253170912	55.3685527742425	79.6343411768319	0.289488178264641	0.460261916485289
19.0101187201066	3.76779404948587	3.19991016166448	0.382779591617817	0.664314760805182	0.823040177225992	0.782421767892521	0.429164869522958	52.9942800374549	73.7590396434299	0.0769674819183419	0.369631329961249
20.2895777376975	5.93089338205494	3.35893175902206	0.489491288267681	0.544297072673887	0.741025419940604	0.189567033770625	0.438270148754851	54.1440231173124	72.9628113705213	0.204199536286108	0.268304954298004
11.373687379224	4.72377573248334	2.80640018860868	0.671026921195853	0.557403811787423	0.527655010429397	0.207354894823302	0.310975426989812	54.0233348406443	77.1454374464725	0.101473931789352	0.376296589928423
15.4082390046388	3.14594762319056	2.96186539917509	0.478383450217657	0.724435254941964	0.869780911475588	0.628444197355676	0.359753632848021	54.7552956966972	76.220333049898	0.35475036103155	0.471977377878281
14.9654652619207	4.08519870497887	3.02271496348601	0.596962779645217	0.682520290274969	0.880829284744291	0.220124586214526	0.314357376256788	54.6203004674635	75.9137430990505	0.328547758252209	0.132228145956818
16.0155294717292	6.23748610846456	2.91363345224445	0.509610334201492	0.651061234588986	0.897284643076938	0.455519813629566	0.329520180220687	53.9311515607966	71.1581189148365	0.489611003251118	0.323190149132605
19.8847947748689	4.91043913116995	2.56797289666632	0.420504119428918	0.673901624480961	0.520948637043573	0.613441506691202	0.502279649229603	52.9850675529004	72.742695817499	0.41287792631429	0.185432228133013
11.8003309934108	3.14252948639099	2.04639889193483	0.405314298124565	0.664340303477403	0.878627548241643	0.822667502742326	0.424878559477448	53.7263887613769	77.0071175567227	0.0326267222607683	0.342712653776904
14.7355130204377	5.63695167804887	3.44552713801799	0.406617730903244	0.589653995606243	0.54619504048645	0.681561952827815	0.482626616206857	59.8979370027026	71.8346346658737	0.314152456688648	0.44295932362926
15.3495612101437	8.20802945961514	2.68624503875349	0.52330920418852	0.605734620018327	0.699190654577813	0.486636887690071	0.346507028248929	53.2859558593445	70.4068594575664	0.426473005497752	0.481881179945206
