infectiousSym1	infectiousSym2	infectiousSym3	beta	epsilonS	epsilonC	w	aC3	T1	T2	D1	D2
16.3221367725164	4.83348292013248	2.10117854396964	0.432746707310267	0.880943310494749	0.676773833658472	0.41807426497044	0.533502566100557	52.6649136981335	75.2110046175562	0.312495781372115	0.20868106850792
12.9447081564663	3.69055174997104	2.20855086729338	0.418622724455977	0.826400721912682	0.622633582927641	0.722637101055496	0.504656885801372	54.9160950824432	77.3726233956446	0.268191346986801	0.394876018171827
20.3589507616591	6.04703847572142	3.29883493231842	0.337139790158598	0.891829168614419	0.758224674341017	0.720981690032799	0.561569674620009	54.6859664515913	76.2232943571315	0.474423466998525	0.467006358109531
14.8209554431265	3.9838086699524	2.71557114414126	0.487023732016627	0.602214833319234	0.541847590617947	0.635079059286211	0.389303465547622	59.0436813741649	71.6716525263062	0.498349786707712	0.349639651865489
11.1364841945403	4.32861917859912	2.05313822162687	0.522331644193493	0.721058580450406	0.659641232591728	0.219836427010912	0.552954903947648	55.2855873149663	73.7871345918884	0.314367333780136	0.128146265807468
9.9105573839592	3.47614417330939	2.05270033348328	0.422726874745954	0.556365169904977	0.664251505473871	0.701897959400546	0.520071723946589	53.0345905858325	71.3762235103527	0.0332962083723163	0.15861990410015
16.2383043687483	5.67993297324106	2.01819707092445	0.43299204106776	0.664753505526828	0.528008566761799	0.688538332122974	0.425799713261579	56.8150296739414	79.6760660514985	0.379124240550108	0.145469333185023
12.8271881469871	7.26659843065674	2.14120349250489	0.494937777837748	0.736024344981704	0.749277431393703	0.24026434892131	0.503039014868571	54.914616973762	71.9638600837374	0.480953134853765	0.160414667823759
10.4258906920056	5.29274757475071	2.1918588380696	0.557236352698989	0.847977574013034	0.796898916534968	0.169989866213016	0.488138671654835	53.5559769804031	71.1752496223843	0.422813465820253	0.0470336892282939
14.2946628708411	4.23800053229723	2.40707758023473	0.462131356090959	0.611880772607196	0.546243179695094	0.829363874960691	0.38044862467576	53.1952207294522	72.8836675161177	0.241290921627067	0.411643677556829
19.471138122452	4.55693750861799	2.31224560142867	0.470241617491739	0.703378284940924	0.644688744964013	0.827882853522971	0.328562519236067	53.3098594042143	76.1675394370197	0.481098577394744	0.320406337524892
18.9541508179041	5.32209905172577	2.83322101566615	0.427696925016856	0.609554621560452	0.623590947073493	0.323677828487623	0.526357715150239	55.9161668404553	74.5306845819126	0.429800591926323	0.0449266171377036
