vac1daily	vac2daily	vac1dailyCum	vac2dailyCum
592	0.42857143	2	19551.5714282	13171.00000009
593	0.42857143	2	19551.99999963	13173.00000009
594	0	0.57142857	19551.99999963	13173.57142866
595	0	0.57142857	19551.99999963	13174.14285723
596	0	0.57142857	19551.99999963	13174.7142858
597	0	0.57142857	19551.99999963	13175.28571437
598	0	0.57142857	19551.99999963	13175.85714294
599	0	0.57142857	19551.99999963	13176.42857151
600	0	0.57142857	19551.99999963	13177.00000008
601	0	0	19551.99999963	13177.00000008
602	0	0	19551.99999963	13177.00000008
603	0	0	19551.99999963	13177.00000008
604	0	0	19551.99999963	13177.00000008
605	0	0	19551.99999963	13177.00000008
606	0	0	19551.99999963	13177.00000008
607	0	0	19551.99999963	13177.00000008
608	0	0	19551.99999963	13177.00000008
609	0	0	19551.99999963	13177.00000008
610	0	0	19551.99999963	13177.00000008
611	0	0	19551.99999963	13177.00000008
612	0	0	19551.99999963	13177.00000008
613	0	0	19551.99999963	13177.00000008
614	0	0	19551.99999963	13177.00000008
